key,source,target
/2BAA84734495399B6E31B793CFFC07C1,Angle Cock,
/FCFED01D4B38A9B5E0679E8A27156A70,Brake Pipe Gladhand,
/54E9A02F487914085B5F2096D5F41B86,Brake Selector,
/239AAFAB463001874DB3FBB0ADED9FC8,Brake Shoe,
/24A2639746FC665BD851A1BDF0C1F97D,Brake Shoe,
/59A8C185422830FAC52BC8A405D91D52,Brake Shoe,
/73419FE84106609416D5A1A91F8013B0,Brake Shoe,
/83C218034A73848BBA6F1CBAD9A26DC2,Brake Shoe,
/8B21861C409CAC3F5E8DEEA6C3113FB9,Brake Shoe,
/909FF1BA41FC7743971E1F9727C62956,Brake Shoe,
/97AF6CE044731BF7F4E3BE87B82F5355,Brake Shoe,
/AEDAF166493A4A4E9BFBB68D9F8EC1EE,Brake Shoe,
/D709BDFE41AC83251ED5CAA9580C2FE1,Brake Shoe,
/E0699A5141B4640E84145F9AF53ECD4A,Brake Shoe,
/E770A3CB4440BCE5BDE498BC359691E9,Brake Shoe,
/67134EE6495DCC382F2632AF898D290A,Climb Under,
/A7B5FBFC4E98CDEF55F5E7B705506D26,Climb Under,
/1FD859C24DC5B86D1972A1B3B2B5DC97,Closed,
/347507A547A2FEBCF95A9A9EDA0CBDCC,Closed,
/9CD767DC41C5BFF7068AB0816AA6EAC7,Coupler Hook,
/C19F9BA74087A3054D5931ADF42852EF,Coupler Screw,
/963D99314A4002F56C40D5A522436D2B,Distributor Cut-Off,
/9DEEB3034F41FF790269CF963D357240,Distributor Release Valve,
/CF3ED8024F700A495DC78F9A10721824,Fully Applied,
/613143254B44DD96C1BB12B5A63306F5,Fully Open,
/4239B1334FAE88018AE3DA9A4585AB29,G,
/5363EA5B45E4F16C518EC2BD4F1CCF35,Handbrake,
/43BF86E94508B312AB167E8215FA6B22,Handrail,
/AEDDA48E4975C8135BC1C9AF885B7D30,Hit,
/A95ADFA0464256BE4B657686BC756D64,Hook,
/2C7821AD49DCE257B3CAF1B65276F4CE,Inserted,
/DBD008D746C86BDEB69882B8768088AD,Inserted,
/055CF5D44442770B7F3F0C9FF0E357DE,Kick,
/1084448F4B3A78DB16B4CC9046F1098B,Kick,
/3E1D1B154602C704571DDBAC8C6B25E4,Kick,
/4CD8A37A461BAB769A5A0EB56F99C454,Kick,
/5880DA3B41C96F0E0F967E8E6B8897E5,Kick,
/5CC7A335479235F353A6879370FAD2D8,Kick,
/764B0C4A470340C5FE9E5A8046B435FF,Kick,
/7B090EFE40012127FA9DCFB416895237,Kick,
/8FDDFF444B689B1B4031F5B236B9571C,Kick,
/923E62F446537A966D3A4E8528A4A45B,Kick,
/926A9A1C4FB1F8B4008C0FB4D7D4719C,Kick,
/A9744E0C4DC86F27F81B8CAEF8719C65,Kick,
/54F996944DCFB4A9DC1DA89AA7AE0F17,Lowered,
/AAA23A20475A2F6A9F67CA9E4FFCCA6C,Open,
/067A33984D0143A32CB37C821E7E0AD2,P,
/3D7A96124B66EC12A90ECD8817EE6379,Partially Open,
/831CF47742C6395CD54E56A8CE07CE6A,Raised,
/53259A6A4FE94D972C178F95F0D65CDF,Relax,
/93FBB4BF4AB2D6C66138D89758ADDFA4,Release,
/CD44BCDC4C644EF2062E0E90B3F89C77,Released,
/A13B0E0B426615AE4ADFDDA19EB9375A,Removed,
/FD8F1CAC490208D020A7698BB3237468,Removed,
/4ED24FBA45E106DC3FD6F0A21FDF98F5,Sdggmrss 738 A,
/A957463C4F7E768A5F4494A04677CE62,Sdggmrss 738 B,
/0A4DF47441C8D180C88F1AB4D6EF9AA5,Sdggmrss 738 Expert A,
/B9E168FF4204B0D41F0130A2B6882711,Sdggmrss 738 Expert B,
/298DB6EB4D733D2E17C8D0B696E15107,Sdggmrss 738.0 Expert,
/88DB46D94578309ED4BEF0B1521B77A1,Stand On Step,
/8CBEB6534EC075FE0FD4F08948CA94D1,Step,
/3C3A936D4C330C2C6D8B0598209AB601,Tighten,
/2D2C8EA844F8601B66BADDB0C6AA7911,Wheel,
/9F04552D4932840EB862CCB1773A35CB,Zg2,
/B38533C54F6435F867E1019119649144,Zg2,
/5A6A7CC14935FC90465DB2ADB4A24657,{Tertiary},
/7F69C79C480E0A77856ABD8F228AFF8B,{Tertiary},
/CD7C11304D9EB0313F0A35A6FA5C4352,{Tertiary},
/D04CBE4B4AC8EB6BFEF4CAA10EAF7174,{Tertiary},
/ED35BA3147D535D334AB8CA085DC4E8B,{Tertiary},
/F1033D2147475AACFC6A298619594C38,{Tertiary},
/899D4C2E4BAC335FEB0DA597637F3F56,{Tertiary} Applied,
/E8DF92764A452060D82CA98ED9199002,{Tertiary} Applied,
/FA2F51AB493C3DC6333BE78129CD0D85,{Tertiary} Applied,
